title,label,color,labeled_places_22_02_pid,labeled_places_22_02_place_id
Канонерский остров дом 15,35,#ef7553,5528465,5528465
Канонерский остров пляж,35,#ef7553,11943596,11943596
Путиловская набережная 16,35,#ef7553,14672636,14672636
Балтийская таможня,35,#ef7553,7236489,7236489
"Центральная Станция Аэрации ГУП ""Водоканал Санкт-Петербурга""",35,#ef7553,6698509,6698509
г Санкт-Петербург,35,#ef7553,15185830,15185830
Винегрет,11,#eecd77,5392228,5392228
Park Inn by Radisson Прибалтийская,11,#eecd77,6282761,6282761
Пряности и радости на Васильевском,33,#a4d41f,13359646,13359646
кораблестроителей 20,11,#eecd77,8370258,8370258
Кораблестроителей 19 корпус 1,11,#eecd77,11355795,11355795
Кот и Пёс,11,#eecd77,8384474,8384474
наличная 36 корпус 7,11,#eecd77,11141367,11141367
Морской фасад,11,#eecd77,11343906,11343906
Детский день рождения в кафе! Праздник для детей,11,#eecd77,2799569,2799569
Токио сити на кораблестроителей,11,#eecd77,8888718,8888718
Небеса,11,#eecd77,5550854,5550854
Arena,11,#eecd77,3196,3196
Васильевский остров Морская набережная,11,#eecd77,14721700,14721700
Планета фитнес кораблестроителей,11,#eecd77,6584680,6584680
Pizza Ollis,11,#eecd77,7688,7688
Отдел ЗАГС Василеостровского Района,11,#eecd77,7465567,7465567
"Морская набережная, д. 25",11,#eecd77,5336250,5336250
"Морская набережная, 23",11,#eecd77,16637312,16637312
Киностудия Прогресс,11,#eecd77,10552250,10552250
Club MarInn,11,#eecd77,51854,51854
Морская набережная 29,11,#eecd77,17422485,17422485
Морская набережная 31,11,#eecd77,7230872,7230872
морская набережная  35,11,#eecd77,18381980,18381980
зсд зенит-арена,30,#855ae8,16860832,16860832
Zenit Arena Stadium,60,#d53e8c,8395039,8395039
Домик у моря,5,#e6c51f,6563842,6563842
Яхтенная 1,5,#e6c51f,6490390,6490390
Иркутск,31,#2be462,7757488,7757488
ЖК 'Золотая Гавань',5,#e6c51f,7792821,7792821
Приморский проспект 137 корпус,5,#e6c51f,10570144,10570144
ТЦ Питерленд,5,#e6c51f,10186081,10186081
EraCar Автозапчасти / Мотозапчасти,5,#e6c51f,15916169,15916169
Санкт-Петербург ул савушкина 133,5,#e6c51f,13750847,13750847
"Савушкина, 127",5,#e6c51f,15935074,15935074
Яхтенная 8 к,5,#e6c51f,8128671,8128671
Яхтенная 5к1,5,#e6c51f,8432396,8432396
"Санкт-Петербург, Яхтенная12",5,#e6c51f,15216732,15216732
Инфинити Автопродикс,5,#e6c51f,8535932,8535932
Мебельная 21 корп 2,5,#e6c51f,8052700,8052700
Школа 630 Начальные классы,5,#e6c51f,2383210,2383210
Крым ялта,5,#e6c51f,11808301,11808301
Туристская улица,5,#e6c51f,5445531,5445531
Мебельная улица,5,#e6c51f,7334857,7334857
ЖК LEGENDA,5,#e6c51f,14847058,14847058
"Санкт- Питербург , ул Оптиков 33",5,#e6c51f,14424882,14424882
Туристкая 23 корпус 2,5,#e6c51f,14704580,14704580
ЖК «Gusi-Лебеди»,5,#e6c51f,14066526,14066526
ТОКИО,5,#e6c51f,5626037,5626037
Богатырский проспект 52 к 1,5,#e6c51f,7682854,7682854
"Del Mar,restaurant",5,#e6c51f,18715486,18715486
богатырский проспект 55 к1,59,#3ace9a,9160449,9160449
Богатырский 51,5,#e6c51f,5811862,5811862
Туристская д.38,5,#e6c51f,11787410,11787410
Планерная 77,60,#d53e8c,8749083,8749083
Планерная 71к1,16,#d4c233,12093696,12093696
планерная 73 к 4,16,#d4c233,8619087,8619087
Снежный курорт в Карабицыно,16,#d4c233,10635028,10635028
Авиаконструкторов 44/2,59,#3ace9a,11231647,11231647
Проспект Народного Ополчения 173,28,#12eded,15606670,15606670
??Мое королевство??,28,#12eded,15105857,15105857
Пр.Народного Ополчения 167,28,#12eded,7774157,7774157
народного ополчения 165,28,#12eded,7579487,7579487
Казанский кафедральный собор,28,#12eded,6435746,6435746
У Маши ?,28,#12eded,7164353,7164353
Солдата корзуна дом 50,28,#12eded,13510415,13510415
Улица солдата корзуна дом 40,28,#12eded,6273788,6273788
Две Палочки ветеранов 76,28,#12eded,9027875,9027875
крестовский остров яхт клуб,28,#12eded,15691246,15691246
ул.Лени Голикова 27к6,22,#cd3cc8,9529273,9529273
Лени голикова 29 к.7,58,#6990ca,8488368,8488368
парк Адександрино,22,#cd3cc8,14633617,14633617
парк Александрино ?,58,#6990ca,15892612,15892612
Санкт-петербург парк александрино,58,#6990ca,8541361,8541361
Маршала Жукова 41,58,#6990ca,8823367,8823367
60 лет парк победы,58,#6990ca,10540759,10540759
Ресторан Hacker Pschorr,58,#6990ca,7794316,7794316
Ленинский 104,58,#6990ca,6908663,6908663
АЗС Шелл (Shell Gas Station),58,#6990ca,5445870,5445870
"Ленинский проспект, 101",58,#6990ca,11258263,11258263
ленинский проспект 100 к2,58,#6990ca,9656901,9656901
Ленинский проспект100,58,#6990ca,8105517,8105517
Пр. Маршала Жукова,58,#6990ca,14995039,14995039
"Маршала Казакова, 28 корпус 2",58,#6990ca,14242141,14242141
Маршала казакова 24/2,22,#cd3cc8,17019902,17019902
Steak story,11,#eecd77,9073078,9073078
БлинДональтс,11,#eecd77,5823,5823
Нахимова 11,11,#eecd77,6157080,6157080
ЖК Морская Рапсодия,11,#eecd77,5935124,5935124
CheerDuck,66,#1ae2d2,10018143,10018143
Нахимова 20,11,#eecd77,8458354,8458354
Бойцовский клуб  «K.O. FIGHT»,11,#eecd77,6429739,6429739
Новосмоленская набережная,11,#eecd77,5387227,5387227
"Санкт-Петербург, В.О., ул. Нахимова, д.5 CheerDuck",11,#eecd77,12851811,12851811
"Кораблестроителей, 38к1",11,#eecd77,5338880,5338880
60 отдел полиции,11,#eecd77,5917169,5917169
Joki Joya ТРК Морской,11,#eecd77,18881216,18881216
Школа 31,11,#eecd77,6946855,6946855
?Санкт-Петербург Арена??,60,#d53e8c,18400494,18400494
стадион зенит арена,60,#d53e8c,11148224,11148224
газпром арена,60,#d53e8c,9104403,9104403
Зенит-Арена,60,#d53e8c,14323601,14323601
"ЖК ""Золотая Гавань""",61,#1f90d6,5932845,5932845
Атлантик Сити,60,#d53e8c,5392028,5392028
SmokeSpot WestSide,5,#e6c51f,7854918,7854918
Евразия,5,#e6c51f,9900,9900
Евросиб Лахта,5,#e6c51f,5384594,5384594
Савушкина 119 Fitness House,5,#e6c51f,6169104,6169104
ул.савушкина 121 корпус 2,5,#e6c51f,10097860,10097860
Савушкина 125,61,#1f90d6,11352661,11352661
Legenda на Яхтенной,5,#e6c51f,18717663,18717663
Музыка,5,#e6c51f,4969519,4969519
Богатырский проспект 51,5,#e6c51f,10522531,10522531
Мускат,5,#e6c51f,11902406,11902406
Камышвая 34,5,#e6c51f,6855030,6855030
Камышовая 38,5,#e6c51f,7727512,7727512
парк 300 летный,5,#e6c51f,18857192,18857192
Юнтоловский заказник,16,#d4c233,8782600,8782600
Монпансье,16,#d4c233,11411937,11411937
Планерная д.59 ТРК Монпасье,40,#cb8e2b,15084685,15084685
Кроватки ComfortBaby 12в1,16,#d4c233,6768198,6768198
Планерная 63к1,16,#d4c233,7315423,7315423
School 246,16,#d4c233,5566358,5566358
Планерная,16,#d4c233,15339910,15339910
Авиаконструкторов 38,16,#d4c233,12697278,12697278
"Saint-Petersbourg,Russia",16,#d4c233,17643802,17643802
Юнтолово,16,#d4c233,11639186,11639186
"Санкт-Петербург, пр. Народного Ополчения",28,#12eded,18701412,18701412
Парк александрино,28,#12eded,5572520,5572520
евразия ветеранов 75,22,#cd3cc8,8522910,8522910
Ветеранов 75/2,22,#cd3cc8,9357541,9357541
"""Чистые Пруды""",58,#6990ca,8563154,8563154
ЖК Чистые пруды,58,#6990ca,11496773,11496773
Пр. энгельса 154 КидБург,58,#6990ca,11737575,11737575
8 отделение полиции,58,#6990ca,8270165,8270165
Ул. Лени голикова 29к5,58,#6990ca,13269059,13269059
Метро Владимирская Санкт-Петербург,58,#6990ca,6846507,6846507
Тайфун,58,#6990ca,3,3
Лени голикова 13,58,#6990ca,5586135,5586135
Лени Голикова 2,58,#6990ca,11614104,11614104
Санкт-Петербург Маршала Жукова 34,58,#6990ca,13712396,13712396
"Ветеранов105#""BonaCapona""",58,#6990ca,11201531,11201531
пр.Стачек 192,22,#cd3cc8,5796699,5796699
Маршала Жукова 32,58,#6990ca,14730409,14730409
проспект Маршала Жукова 30к2,58,#6990ca,12013490,12013490
McDonald`s,58,#6990ca,8541,8541
Маршала казакова 26,58,#6990ca,10733416,10733416
Мастерская букетов Yana Flowers,25,#e78ac3,4371443,4371443
Дворцовый парк. Гатчина,22,#cd3cc8,13291552,13291552
Зоопарк м. Горьковская,22,#cd3cc8,15339353,15339353
ПЕТРОЛЕСПОРТ,69,#13d282,14780808,14780808
Шкиперский проток дом 12а,66,#1ae2d2,7521295,7521295
МАЧТЫ,66,#1ae2d2,18388021,18388021
Мрэо,66,#1ae2d2,5962071,5962071
Аксель моторс,66,#1ae2d2,5408625,5408625
Галерная гавань,11,#eecd77,3633,3633
Межрегионалный Институт Экономики и Права,11,#eecd77,7955230,7955230
Краснодар,11,#eecd77,10900000,10900000
Малый проспект 88,11,#eecd77,5906572,5906572
Toni's kitchen,66,#1ae2d2,11969225,11969225
Синема 5,11,#eecd77,18552769,18552769
Улица Нахимова,66,#1ae2d2,5792793,5792793
Вид на Финский залив,11,#eecd77,7937823,7937823
Новосмоленская набережеая,11,#eecd77,7299710,7299710
"Финский залив, г. Санкт-Петербург",11,#eecd77,9275751,9275751
Новосмоленская набережная дом 1,11,#eecd77,8295074,8295074
Кораблестроителе 29 к.5,11,#eecd77,7081351,7081351
Улица Наличная 40к7,11,#eecd77,5648500,5648500
Школа 16,11,#eecd77,7839878,7839878
Гимназия 586,11,#eecd77,9452565,9452565
ресторан небеса на караблестроителей,11,#eecd77,8432732,8432732
Ледовый дворец - СКА,11,#eecd77,12893104,12893104
Кораблестроителей 44 корпус 1,11,#eecd77,11112404,11112404
Морская набережная.,11,#eecd77,5861369,5861369
"Екатерининский дворец, Царское Село.",11,#eecd77,12623856,12623856
Морская набережная 39,11,#eecd77,5425953,5425953
морская набережная 41,39,#75d098,13176361,13176361
Сибур Арена/Sibur Arena,60,#d53e8c,12035912,12035912
Зенит -  арена,60,#d53e8c,17217787,17217787
ТРЦ Питерлэнд,47,#d7eb66,15388614,15388614
"Яхтенный порт ""Геркулес""",30,#855ae8,8395108,8395108
Lenta,5,#e6c51f,7281422,7281422
McDonald`s,5,#e6c51f,8541,8541
Прыг-Скок,5,#e6c51f,6850774,6850774
"Аэродром ""Гостилицы""",5,#e6c51f,9587463,9587463
яхтенная 33 к 1,27,#68d5d2,7810348,7810348
Санкт-Петербург ул.Яхтенная,5,#e6c51f,12426869,12426869
яхтенная 42,5,#e6c51f,9897992,9897992
Антицеллюлитный Массаж/SPA СПБ Приморский район,5,#e6c51f,4985532,4985532
Инбирь,5,#e6c51f,5701833,5701833
парк на долгоозерной,16,#d4c233,8346337,8346337
Планерная улица,16,#d4c233,5526126,5526126
Планерная 51 к2,16,#d4c233,10461812,10461812
Планерная 53,16,#d4c233,9244252,9244252
"""Мираж Синема""ТК ""Монпансье""",16,#d4c233,12129358,12129358
ТРЦ «Монпансье» | Санкт-Петербург,16,#d4c233,9593109,9593109
авиаконструкторов 32,16,#d4c233,11264374,11264374
Политехнический колледж городского хозяйства,16,#d4c233,6469501,6469501
Квартира 147 ресторанчик,16,#d4c233,6089041,6089041
"ЖК ""Чистое небо"" | Дом 1 | Комендантский пр., 67",16,#d4c233,15115130,15115130
Озеро,31,#2be462,586259,586259
Бар Library | Санкт-Петербург,22,#cd3cc8,1802878,1802878
"Газпром, Соляная пещера",22,#cd3cc8,9658770,9658770
